key,filename,timestamp,csv_time,peak_sample,start_sample,snr_db,peak_amp,crest_factor,template_corr
x,4.wav,1774758632.934677,4.7020,172153,167743,25.2,0.056183,22.75,1.000
x,5.wav,1774758633.78808,5.5554,209770,205360,25.7,0.064148,26.59,1.000
x,6.wav,1774758634.596566,6.3639,245264,240854,26.6,0.068481,23.65,1.000
x,7.wav,1774758635.403519,7.1709,280962,276552,26.1,0.064850,26.02,1.000
x,8.wav,1774758636.193013,7.9604,315757,311347,26.0,0.067200,27.26,1.000
y,0.wav,1774758411.115844,0.8195,6237,1827,12.6,0.045349,32.44,1.000
y,1.wav,1774758411.882031,1.5857,40155,35745,24.6,0.102142,32.16,1.000
y,2.wav,1774758412.716038,2.4197,76828,72418,24.5,0.094391,28.84,1.000
y,3.wav,1774758413.511834,3.2155,112203,107793,23.7,0.083496,30.25,1.000
y,4.wav,1774758414.327122,4.0308,147866,143456,18.3,0.038452,16.13,1.000
y,5.wav,1774758415.159722,4.8634,184130,179720,23.9,0.095306,33.08,1.000
y,6.wav,1774758415.922447,5.6261,218145,213735,18.9,0.046417,23.39,1.000
y,7.wav,1774758416.69888,6.4025,252362,247952,23.0,0.084747,36.51,1.000
y,8.wav,1774758417.460737,7.1644,286101,281691,22.4,0.066772,28.41,1.000
y,9.wav,1774758418.283316,7.9870,321288,316878,24.4,0.098206,33.48,1.000
z,0.wav,1774758615.821243,2.0810,57056,52646,25.6,0.066376,28.78,1.000
z,1.wav,1774758616.557171,2.8169,89612,85202,25.4,0.066193,28.55,1.000
z,2.wav,1774758617.325196,3.5849,123362,118952,25.3,0.064423,27.64,1.000
z,3.wav,1774758618.118679,4.3784,158383,153973,22.8,0.047058,24.95,1.000
z,4.wav,1774758618.923268,5.1830,193905,189495,24.2,0.058746,27.64,1.000
z,5.wav,1774758619.706831,5.9666,228484,224074,24.5,0.062531,27.66,1.000
z,6.wav,1774758620.516554,6.7763,264244,259834,23.4,0.052429,24.90,1.000
z,7.wav,1774758621.320176,7.5799,299706,295296,25.3,0.065857,27.87,1.000
z,8.wav,1774758622.169578,8.4293,337163,332753,25.1,0.062653,29.19,1.000
z,9.wav,1774758622.979661,9.2394,372891,368481,26.4,0.074127,28.74,1.000
